5,86,0,0,0,20
10,88,0,0,0,20
14,89,0,0,0,20
14,89,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
14,90,0,0,0,20
15,90,0,0,0,20
15.2,90,0,0,0,20
15.4,90,0,0,0,20
15.6,90,0,0,0,20
15.7,90,0,0,0,20
15.9,90,0,0,0,20
16.1,90,0,0,0,20
16.3,90,0,0,0,20
16.5,90,0,0,0,20
16.6,90,0,0,0,20
16.8,90,0,0,0,20
17,90,0,0,0,20
17.2,90,0,0,0,20
17.4,90,0,0,0,20
17.6,90,0,0,0,20
17.7,90,0,0,0,20
17.9,90,0,0,0,20
18.1,90,0,0,0,20
18.3,90,0,0,0,20
18.5,90,0,0,0,20
18.7,90,0,0,0,20
18.8,90,0,0,0,20
19,90,0,0,0,20
19.2,90,0,0,0,20
19.4,90,0,0,0,20
19.6,90,0,0,0,20
19.8,90,0,0,0,20
19.9,90,0,0,0,20
20.1,90,0,0,0,20
20.3,90,0,0,0,20
20.5,90,0,0,0,20
20.7,90,0,0,0,20
20.9,90,0,0,0,20
21.1,90,0,0,0,20
21.2,90,0,0,0,20
21.4,90,0,0,0,20
21.6,90,0,0,0,20
21.8,90,0,0,0,20
22,90,0,0,0,20
22.2,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,89,0,0,0,50
22,88,0,0,0,50
22,87,0,0,0,50
22,86,0,0,0,50
22,85,0,0,0,50
22,85,0,0,0,50
22,84,0,0,0,50
22,84,0,0,0,50
22,84,0,0,0,50
22,84,0,0,0,50
22,84,0,0,0,50
22,84,0,0,0,50
22,84,0,0,0,50
22,84,0,0,0,50
22,84,0,0,0,50
22,84,0,0,0,50
22,85,0,0,0,50
22,85,0,0,0,50
22,85,0,0,0,50
22,85,0,0,0,50
22,86,0,0,0,50
22,86,0,0,0,50
22,87,0,0,0,50
22,87,0,0,0,50
22,87,0,0,0,50
22,88,0,0,0,50
22,88,0,0,0,50
22,88,0,0,0,50
22,89,0,0,0,50
22,89,0,0,0,50
22,89,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,91,0,0,0,50
22,92,0,0,0,50
22,93,0,0,0,50
22,94,0,0,0,50
22,96,0,0,0,50
22,98,0,0,0,50
22,100,0,0,0,50
22,101,0,0,0,50
22,102,0,0,0,50
22,104,0,0,0,50
22,105,0,0,0,50
22,105,0,0,0,50
22,105,0,0,0,50
22,105,0,0,0,50
22,106,0,0,0,50
22,106,0,0,0,50
22,107,0,0,0,50
22,109,0,0,0,50
22,109,0,0,0,50
22,108,0,0,0,50
22,109,0,0,0,50
22,109,0,0,0,50
22,107,0,0,0,50
22,106,0,0,0,50
22,103,0,0,0,50
22,102,0,0,0,50
22,101,0,0,0,50
22,100,0,0,0,50
22,98,0,0,0,50
22,96,0,0,0,50
22,94,0,0,0,50
22,93,0,0,0,50
22,93,0,0,0,50
22,92,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,92,0,0,0,50
22,92,0,0,0,50
22,92,0,0,0,50
22,92,0,0,0,50
22,92,0,0,0,50
22,92,0,0,0,50
22,92,0,0,0,50
22,92,0,0,0,50
22,92,0,0,0,50
22,92,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,91,0,0,0,50
22,93,0,0,0,50
22,94,0,0,0,50
22,96,0,0,0,50
22,98,0,0,0,50
22,99,0,0,0,50
22,100,0,0,0,50
22,101,0,0,0,50
22,101,0,0,0,50
22,101,0,0,0,50
22,101,0,0,0,50
22,100,0,0,0,50
22,99,0,0,0,50
22,98,0,0,0,50
22,96,0,0,0,50
22,95,0,0,0,50
22,93,0,0,0,50
22,92,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,91,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
22,90,0,0,0,50
